Symbol Name,Entry Price,Target Price,Profit/Loss,Strategy,Strategy Description,Trading Session,Lots,Event Type,Event Name,Event Impact,Stoploss,Volume,Volatility,Live sentiment,Entry Timestamp,Target Timestamp
XAUUSD,3366.41,3364.22,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3367.51,,1.1,,2025-06-06 08:42:00,2025-06-06 08:46:00
XAUUSD,3366.15,3364.01,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3367.22,,1.07,,2025-06-06 08:43:00,2025-06-06 08:48:00
XAUUSD,3365.28,3362.99,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3366.42,,1.14,,2025-06-06 08:44:00,2025-06-06 08:51:00
XAUUSD,3312.25,3314.06,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3311.35,,0.9,,2025-06-09 08:38:00,2025-06-09 08:43:00
XAUUSD,3312.8,3314.67,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3311.86,,0.94,,2025-06-09 08:39:00,2025-06-09 08:44:00
XAUUSD,3313.57,3315.45,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3312.63,,0.94,,2025-06-09 08:40:00,2025-06-09 08:45:00
XAUUSD,3313.02,3314.92,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3312.07,,0.95,,2025-06-09 08:41:00,2025-06-09 08:44:00
XAUUSD,3312.79,3314.74,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3311.81,,0.98,,2025-06-09 08:42:00,2025-06-09 08:44:00
XAUUSD,3313.19,3315.16,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3312.21,,0.98,,2025-06-09 08:43:00,2025-06-09 08:44:00
XAUUSD,3312.37,3314.97,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3311.07,,1.3,,2025-06-10 08:31:00,2025-06-10 08:32:00
XAUUSD,3313.09,3315.87,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3311.7,,1.39,,2025-06-10 08:32:00,2025-06-10 08:34:00
XAUUSD,3314.87,3317.84,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3313.38,,1.49,,2025-06-10 08:33:00,2025-06-10 08:36:00
XAUUSD,3315.3,3318.36,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3313.77,,1.53,,2025-06-10 08:34:00,2025-06-10 08:36:00
XAUUSD,3317.07,3315.46,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3315.46,,1.61,,2025-06-10 08:35:00,2025-06-10 08:41:00
XAUUSD,3317.86,3316.28,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3316.28,,1.58,,2025-06-10 08:36:00,2025-06-10 08:40:00
XAUUSD,3341.82,3341.1,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3341.1,,0.72,,2025-06-11 08:32:00,2025-06-11 08:33:00
XAUUSD,3341.8,3341.08,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3341.08,,0.72,,2025-06-11 08:33:00,2025-06-11 08:34:00
XAUUSD,3341.78,3340.93,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3340.93,,0.85,,2025-06-11 08:35:00,2025-06-11 08:36:00
XAUUSD,3374.13,3375.44,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3373.48,,0.65,,2025-06-12 08:31:00,2025-06-12 08:34:00
XAUUSD,3374.34,3375.51,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3373.75,,0.59,,2025-06-12 08:33:00,2025-06-12 08:34:00
XAUUSD,3375.1,3374.48,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3374.48,,0.62,,2025-06-12 08:34:00,2025-06-12 08:36:00
XAUUSD,3375.64,3375.01,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3375.01,,0.63,,2025-06-12 08:35:00,2025-06-12 08:36:00
XAUUSD,3375.3,3374.65,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3374.65,,0.65,,2025-06-12 08:36:00,2025-06-12 08:37:00
XAUUSD,3419.69,3421.48,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3421.48,,1.79,,2025-06-13 08:31:00,2025-06-13 08:32:00
XAUUSD,3421.22,3417.61,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3423.02,,1.8,,2025-06-13 09:43:00,2025-06-13 09:46:00
XAUUSD,3419.45,3415.68,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3421.33,,1.88,,2025-06-13 09:44:00,2025-06-13 09:46:00
XAUUSD,3418.6,3414.84,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3420.48,,1.88,,2025-06-13 09:45:00,2025-06-13 09:47:00
XAUUSD,3418.8,3415.03,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3420.69,,1.88,,2025-06-13 09:46:00,2025-06-13 09:47:00
XAUUSD,3415.61,3411.52,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3417.66,,2.04,,2025-06-13 09:47:00,2025-06-13 09:48:00
XAUUSD,3423.32,3424.74,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3424.74,,1.42,,2025-06-16 08:35:00,2025-06-16 08:36:00
XAUUSD,3423.63,3420.47,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3425.21,,1.58,,2025-06-16 08:37:00,2025-06-16 08:41:00
XAUUSD,3424.0,3420.66,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3425.67,,1.67,,2025-06-16 08:38:00,2025-06-16 08:41:00
XAUUSD,3423.82,3420.42,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3425.52,,1.7,,2025-06-16 08:39:00,2025-06-16 08:41:00
XAUUSD,3423.75,3420.41,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3425.42,,1.67,,2025-06-16 08:40:00,2025-06-16 08:41:00
XAUUSD,3421.63,3418.0,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3423.44,,1.82,,2025-06-16 08:41:00,2025-06-16 08:44:00
XAUUSD,3394.12,3393.25,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3393.25,,0.87,,2025-06-17 08:55:00,2025-06-17 08:58:00
XAUUSD,3387.55,3388.52,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3388.52,,0.97,,2025-06-17 09:31:00,2025-06-17 09:33:00
XAUUSD,3387.94,3385.9,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3388.96,,1.02,,2025-06-17 09:32:00,2025-06-17 09:41:00
XAUUSD,3387.26,3385.09,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3388.35,,1.09,,2025-06-17 09:34:00,2025-06-17 09:42:00
XAUUSD,3386.88,3384.71,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3387.97,,1.09,,2025-06-17 09:35:00,2025-06-17 09:42:00
XAUUSD,3387.14,3384.98,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3388.22,,1.08,,2025-06-17 09:36:00,2025-06-17 09:42:00
XAUUSD,3389.19,3386.35,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3390.61,,1.42,,2025-06-18 08:36:00,2025-06-18 08:37:00
XAUUSD,3386.98,3388.5,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3388.5,,1.53,,2025-06-18 08:37:00,2025-06-18 08:45:00
XAUUSD,3385.49,3387.08,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3387.08,,1.59,,2025-06-18 08:38:00,2025-06-18 08:39:00
XAUUSD,3384.98,3386.54,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3386.54,,1.57,,2025-06-18 08:39:00,2025-06-18 08:40:00
XAUUSD,3369.44,3367.63,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3370.34,,0.9,,2025-06-19 08:44:00,2025-06-19 08:45:00
XAUUSD,3369.01,3367.18,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3369.92,,0.91,,2025-06-19 08:45:00,2025-06-19 08:46:00
XAUUSD,3367.17,3365.18,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3368.17,,1.0,,2025-06-19 08:46:00,2025-06-19 08:48:00
XAUUSD,3367.75,3365.79,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3368.73,,0.98,,2025-06-19 08:47:00,2025-06-19 08:48:00
XAUUSD,3365.48,3363.3,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3366.57,,1.09,,2025-06-19 08:48:00,2025-06-19 08:52:00
XAUUSD,3364.68,3365.79,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3365.79,,1.11,,2025-06-19 08:49:00,2025-06-19 08:50:00
XAUUSD,3347.55,3348.3,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3348.3,,0.75,,2025-06-20 08:31:00,2025-06-20 08:32:00
XAUUSD,3349.19,3350.08,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3350.08,,0.89,,2025-06-20 08:32:00,2025-06-20 08:33:00
XAUUSD,3349.72,3350.75,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3350.75,,1.03,,2025-06-20 08:34:00,2025-06-20 08:38:00
XAUUSD,3354.31,3355.23,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3355.23,,0.92,,2025-06-23 08:31:00,2025-06-23 08:32:00
XAUUSD,3354.58,3352.78,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3355.48,,0.9,,2025-06-23 08:32:00,2025-06-23 08:33:00
XAUUSD,3354.51,3352.59,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3355.47,,0.96,,2025-06-23 08:33:00,2025-06-23 08:34:00
XAUUSD,3352.18,3349.96,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3353.29,,1.11,,2025-06-23 08:34:00,2025-06-23 08:35:00
XAUUSD,3351.85,3349.55,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3353.0,,1.15,,2025-06-23 08:35:00,2025-06-23 08:36:00
XAUUSD,3350.25,3347.75,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3351.5,,1.25,,2025-06-23 08:36:00,2025-06-23 08:37:00
XAUUSD,3337.45,3338.8,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3338.8,,1.36,,2025-06-24 08:31:00,2025-06-24 08:32:00
XAUUSD,3338.48,3335.74,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3339.85,,1.37,,2025-06-24 08:32:00,2025-06-24 08:37:00
XAUUSD,3337.42,3334.81,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3338.72,,1.31,,2025-06-24 08:34:00,2025-06-24 08:37:00
XAUUSD,3337.13,3334.58,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3338.4,,1.27,,2025-06-24 08:35:00,2025-06-24 08:37:00
XAUUSD,3337.07,3334.42,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3338.4,,1.33,,2025-06-24 08:36:00,2025-06-24 08:37:00
XAUUSD,3335.78,3332.93,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3337.2,,1.42,,2025-06-24 08:37:00,2025-06-24 08:42:00
XAUUSD,3330.34,3331.33,3.72,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.04,,,,3329.85,,0.49,,2025-06-25 08:31:00,2025-06-25 08:33:00
XAUUSD,3330.39,3331.4,3.72,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.04,,,,3329.89,,0.5,,2025-06-25 08:32:00,2025-06-25 08:33:00
XAUUSD,3330.8,3331.81,3.72,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.04,,,,3330.29,,0.51,,2025-06-25 08:33:00,2025-06-25 08:35:00
XAUUSD,3331.09,3332.14,3.72,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.04,,,,3330.56,,0.53,,2025-06-25 08:34:00,2025-06-25 08:36:00
XAUUSD,3331.09,3332.18,3.72,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.04,,,,3330.55,,0.54,,2025-06-25 08:35:00,2025-06-25 08:36:00
XAUUSD,3331.81,3332.98,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3331.23,,0.58,,2025-06-25 08:36:00,2025-06-25 08:42:00
XAUUSD,3338.07,3340.18,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3337.01,,1.06,,2025-06-26 09:51:00,2025-06-26 09:57:00
XAUUSD,3338.66,3340.52,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3337.73,,0.93,,2025-06-26 09:52:00,2025-06-26 10:01:00
XAUUSD,3338.58,3340.35,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3337.7,,0.88,,2025-06-26 09:53:00,2025-06-26 09:57:00
XAUUSD,3338.38,3339.9,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3337.62,,0.76,,2025-06-26 09:54:00,2025-06-26 09:56:00
XAUUSD,3339.11,3340.72,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3338.3,,0.81,,2025-06-26 09:55:00,2025-06-26 10:01:00
XAUUSD,3339.54,3341.15,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3338.74,,0.8,,2025-06-26 09:56:00,2025-06-26 10:02:00
XAUUSD,3299.94,3298.69,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3298.69,,1.25,,2025-06-27 08:41:00,2025-06-27 08:42:00
XAUUSD,3299.7,3298.41,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3298.41,,1.29,,2025-06-27 08:42:00,2025-06-27 08:47:00
XAUUSD,3299.13,3297.78,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3297.78,,1.35,,2025-06-27 08:43:00,2025-06-27 08:49:00
XAUUSD,3289.65,3288.91,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3288.91,,0.74,,2025-06-30 08:31:00,2025-06-30 08:32:00
XAUUSD,3289.31,3288.4,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3288.4,,0.91,,2025-06-30 08:35:00,2025-06-30 08:37:00
XAUUSD,3288.9,3287.98,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3287.98,,0.92,,2025-06-30 08:37:00,2025-06-30 08:38:00
XAUUSD,3329.76,3331.07,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3329.1,,0.66,,2025-07-01 08:31:00,2025-07-01 08:32:00
XAUUSD,3330.26,3331.54,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3329.62,,0.64,,2025-07-01 08:32:00,2025-07-01 08:34:00
XAUUSD,3330.08,3331.41,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3329.41,,0.67,,2025-07-01 08:33:00,2025-07-01 08:34:00
XAUUSD,3331.26,3330.53,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3330.53,,0.73,,2025-07-01 08:34:00,2025-07-01 08:40:00
XAUUSD,3331.51,3330.75,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3330.75,,0.76,,2025-07-01 08:35:00,2025-07-01 08:37:00
XAUUSD,3331.96,3331.2,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3331.2,,0.76,,2025-07-01 08:36:00,2025-07-01 08:37:00
XAUUSD,3338.36,3337.86,-1.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3339.43,,1.07,,2025-07-02 08:41:00,2025-07-02 09:09:00
XAUUSD,3337.57,3338.69,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3338.69,,1.12,,2025-07-02 08:42:00,2025-07-02 08:58:00
XAUUSD,3337.28,3338.38,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3338.38,,1.1,,2025-07-02 08:43:00,2025-07-02 08:56:00
XAUUSD,3334.61,3332.35,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3335.74,,1.13,,2025-07-02 09:34:00,2025-07-02 09:40:00
XAUUSD,3333.92,3332.17,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3334.79,,0.87,,2025-07-02 09:40:00,2025-07-02 09:41:00
XAUUSD,3332.7,3333.65,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3333.65,,0.95,,2025-07-02 09:41:00,2025-07-02 09:42:00
XAUUSD,3349.71,3348.04,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3350.55,,0.84,,2025-07-03 12:31:00,2025-07-03 12:36:00
XAUUSD,3350.23,3348.52,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3351.08,,0.85,,2025-07-03 12:32:00,2025-07-03 12:35:00
XAUUSD,3350.14,3348.46,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3350.98,,0.84,,2025-07-03 12:33:00,2025-07-03 12:35:00
XAUUSD,3349.37,3347.68,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3350.22,,0.85,,2025-07-03 12:34:00,2025-07-03 12:37:00
XAUUSD,3349.61,3347.9,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3350.46,,0.85,,2025-07-03 12:35:00,2025-07-03 12:36:00
XAUUSD,3348.27,3346.55,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3349.13,,0.86,,2025-07-03 12:36:00,2025-07-03 12:38:00
XAUUSD,3337.54,3338.83,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3336.9,,0.64,,2025-07-04 10:31:00,2025-07-04 10:32:00
XAUUSD,3338.91,3340.28,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3338.22,,0.69,,2025-07-04 10:32:00,2025-07-04 10:38:00
XAUUSD,3338.43,3339.95,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3337.67,,0.76,,2025-07-04 10:33:00,2025-07-04 10:35:00
XAUUSD,3339.16,3340.73,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3338.38,,0.78,,2025-07-04 10:34:00,2025-07-04 10:40:00
XAUUSD,3339.29,3340.92,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3338.48,,0.81,,2025-07-04 10:35:00,2025-07-04 10:40:00
XAUUSD,3339.91,3339.06,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3339.06,,0.85,,2025-07-04 10:36:00,2025-07-04 10:37:00
