Symbol Name (Lots),Entry Price,Target Price,Profit/Loss,Strategy,Strategy Description,Trading Session,,Lots,Event Type,Event Name,Event Impact,Stoploss,Volumne,Volume,Volatility,Live sentiment,Entry Timestamp,Target Timestamp
XAUUSD,1953.06,1957.49,4.43,Scalping,Scalp short dips,London Session,,0.01,,,,1949.43,86276,86684,2.83,Bullish,,
XAUUSD,1956.86,1975.74,18.88,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1955.21,84805,84812,1.53,Neutral,,
XAUUSD,1890.24,1910.11,19.87,Scalping,Scalp short dips,New York Session,,0.01,,,,1888.96,91974,91662,2.38,Bearish,,
XAUUSD,1921.48,1925.21,3.73,Scalping,Scalp short dips,London Session,,0.01,,,,1917.91,25972,25549,1.08,Bearish,,
XAUUSD,1909.2,1922.15,12.95,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1908.09,75749,75945,0.94,Bearish,,
XAUUSD,1946.12,1945.91,-0.21,Momentum,Follow momentum trend,London Session,,0.01,,,,1942.78,46593,46476,3.31,Neutral,,
XAUUSD,1857.32,1868.07,10.75,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1852.56,84358,84680,3.25,Bearish,,
XAUUSD,1885.03,1886.62,1.59,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1881.73,73121,73281,3.16,Bullish,,
XAUUSD,1866.3,1858,-8.3,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1863.75,77868,78164,2.38,Neutral,,
XAUUSD,1895.62,1907.19,11.57,Reversal,Enter on reversal signals,London Session,,0.01,,,,1892.05,65960,65732,2.92,Bearish,,
XAUUSD,1990.72,1985.61,-5.11,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1987.89,18565,18757,0.71,Bullish,,
XAUUSD,1942.56,1945.42,2.86,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1939.38,54958,54722,1.5,Bullish,,
XAUUSD,1879.49,1884.23,4.74,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1874.72,98482,98921,1.44,Bearish,,
XAUUSD,1897.56,1905.43,7.87,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1895.02,93801,93937,2.41,Bullish,,
XAUUSD,1960.25,1960.15,-0.1,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1955.41,5274,5099,1.57,Bearish,,
XAUUSD,1884.52,1901.91,17.39,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1879.9,17317,17087,0.95,Bullish,,
XAUUSD,1975.31,1967.49,-7.82,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1973.53,14041,13732,2.29,Neutral,,
XAUUSD,1864.1,1854.63,-9.47,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1862.82,72872,73067,2.94,Neutral,,
XAUUSD,1954.58,1963.03,8.45,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1953.18,81961,81680,1.65,Neutral,,
XAUUSD,1951.15,1947.1,-4.05,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1950.08,22138,22233,0.9,Neutral,,
XAUUSD,1855.13,1848.65,-6.48,Momentum,Follow momentum trend,New York Session,,0.01,,,,1853.75,51079,50844,1.09,Neutral,,
XAUUSD,1980.47,1995.68,15.21,Scalping,Scalp short dips,London Session,,0.01,,,,1976.74,84230,84392,1.21,Bearish,,
XAUUSD,1924,1938.01,14.01,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1922.72,73547,73862,1.4,Neutral,,
XAUUSD,1961.67,1970.1,8.43,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1959.39,54681,54959,2.43,Neutral,,
XAUUSD,1917.86,1932.94,15.08,Reversal,Enter on reversal signals,London Session,,0.01,,,,1913.48,59444,59705,2.3,Neutral,,
XAUUSD,1972.6,1973.83,1.23,Reversal,Enter on reversal signals,London Session,,0.01,,,,1971.51,51328,51016,2.59,Neutral,,
XAUUSD,1956.49,1961.31,4.82,Reversal,Enter on reversal signals,London Session,,0.01,,,,1952.23,30457,30045,1.59,Bullish,,
XAUUSD,1943.88,1951.15,7.27,Scalping,Scalp short dips,London Session,,0.01,,,,1941.75,56937,57136,2.97,Neutral,,
XAUUSD,1893.38,1893.6,0.22,Scalping,Scalp short dips,London Session,,0.01,,,,1891.91,69200,69068,1.11,Neutral,,
XAUUSD,1970.42,1968.84,-1.58,Scalping,Scalp short dips,New York Session,,0.01,,,,1966.63,87459,87391,1.91,Bearish,,
XAUUSD,1870.81,1885.48,14.67,Scalping,Scalp short dips,New York Session,,0.01,,,,1867.29,63993,63524,2.9,Bullish,,
XAUUSD,1961.63,1955.68,-5.95,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1957.12,76351,76111,1.04,Bearish,,
XAUUSD,1976.58,1984.29,7.71,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1972.64,16847,16381,0.83,Neutral,,
XAUUSD,1997.65,2003.86,6.21,Scalping,Scalp short dips,London Session,,0.01,,,,1993.44,46694,47073,3.15,Bearish,,
XAUUSD,1886.31,1884.33,-1.98,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1884.18,1924,1667,1.53,Bearish,,
XAUUSD,1912.5,1915.4,2.9,Scalping,Scalp short dips,New York Session,,0.01,,,,1910.79,25421,25478,2.55,Neutral,,
XAUUSD,1858,1867.36,9.36,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1854,72920,72459,0.58,Bullish,,
XAUUSD,1894.47,1894.43,-0.04,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1890.24,99189,99356,2.57,Bullish,,
XAUUSD,1909.47,1914.57,5.1,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1904.51,10819,10642,1.45,Bearish,,
XAUUSD,1945.21,1958.51,13.3,Reversal,Enter on reversal signals,London Session,,0.01,,,,1942.56,40748,41146,0.67,Neutral,,
XAUUSD,1868.17,1880.52,12.35,Momentum,Follow momentum trend,New York Session,,0.01,,,,1865.68,80207,80595,2.33,Bearish,,
XAUUSD,1903.53,1907.68,4.15,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1899.42,21200,21025,1.22,Bearish,,
XAUUSD,1996.13,1987.09,-9.04,Scalping,Scalp short dips,London Session,,0.01,,,,1993.77,55953,56354,1.66,Bearish,,
XAUUSD,1981.16,1974.36,-6.8,Momentum,Follow momentum trend,New York Session,,0.01,,,,1976.44,73574,74070,0.74,Neutral,,
XAUUSD,1921.04,1914.21,-6.83,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1916.61,61983,62308,0.94,Neutral,,
XAUUSD,1961.74,1963.8,2.06,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1959.02,19614,19959,1.39,Bullish,,
XAUUSD,1904.45,1916.09,11.64,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1900.45,36183,35932,0.77,Neutral,,
XAUUSD,1957.09,1948.91,-8.18,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1953.07,78595,78672,3.23,Bearish,,
XAUUSD,1934.06,1929.25,-4.81,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1932.65,55868,55435,0.52,Bearish,,
XAUUSD,1949.65,1948.76,-0.89,Scalping,Scalp short dips,New York Session,,0.01,,,,1945.04,1518,1113,1.95,Bullish,,
XAUUSD,1873.46,1871.26,-2.2,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1870.44,76338,76837,0.87,Neutral,,
XAUUSD,1989.48,1995.5,6.02,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1985.17,4496,4323,1.42,Bearish,,
XAUUSD,1961.47,1978.82,17.35,Scalping,Scalp short dips,New York Session,,0.01,,,,1959.19,74828,75076,3.28,Bullish,,
XAUUSD,1925.3,1918.97,-6.33,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1920.72,21046,21353,0.99,Bullish,,
XAUUSD,1871.31,1880.63,9.32,Momentum,Follow momentum trend,London Session,,0.01,,,,1868.75,95849,96207,3.4,Bearish,,
XAUUSD,1925.39,1925.98,0.59,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1924.35,37426,37924,1.12,Bearish,,
XAUUSD,1944.86,1951.33,6.47,Scalping,Scalp short dips,New York Session,,0.01,,,,1940.24,33366,33107,2.72,Neutral,,
XAUUSD,1916.88,1926.72,9.84,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1915.51,15740,15280,2.14,Bullish,,
XAUUSD,1890.15,1892.91,2.76,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1887.87,31255,31166,3.15,Bearish,,
XAUUSD,1854.52,1872.08,17.56,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1849.72,87788,87418,2.16,Bullish,,
XAUUSD,1911.58,1903.87,-7.71,Scalping,Scalp short dips,London Session,,0.01,,,,1906.78,99637,99159,2.1,Neutral,,
XAUUSD,1870.73,1875.29,4.56,Reversal,Enter on reversal signals,London Session,,0.01,,,,1867.44,37463,37323,1.09,Bearish,,
XAUUSD,1948.25,1956.25,8,Momentum,Follow momentum trend,London Session,,0.01,,,,1944.72,45412,45696,1,Neutral,,
XAUUSD,1882.05,1873.87,-8.18,Momentum,Follow momentum trend,London Session,,0.01,,,,1879.26,72485,72551,3.25,Bullish,,
XAUUSD,1910.86,1927.36,16.5,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1908.69,88733,88546,1.48,Neutral,,
XAUUSD,1917.85,1911.9,-5.95,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1915.54,59711,59865,1.62,Neutral,,
XAUUSD,1851.5,1871.1,19.6,Momentum,Follow momentum trend,London Session,,0.01,,,,1847.81,39761,39493,2.78,Bullish,,
XAUUSD,1896.89,1905.03,8.14,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1892.88,41850,41364,1.52,Neutral,,
XAUUSD,1889.52,1904.36,14.84,Momentum,Follow momentum trend,London Session,,0.01,,,,1885.35,69866,70130,3.36,Bullish,,
XAUUSD,1975.1,1981.95,6.85,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1970.94,1319,1443,2.71,Bearish,,
XAUUSD,1936.03,1937.3,1.27,Scalping,Scalp short dips,London Session,,0.01,,,,1934.67,62339,62601,2.29,Bullish,,
XAUUSD,1884.8,1881.56,-3.24,Momentum,Follow momentum trend,London Session,,0.01,,,,1881.82,36194,35733,3.14,Bullish,,
XAUUSD,1909.34,1915.61,6.27,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1908.11,79626,79963,0.65,Bearish,,
XAUUSD,1970.21,1960.81,-9.4,Scalping,Scalp short dips,London Session,,0.01,,,,1967.01,10206,10326,1.27,Bullish,,
XAUUSD,1941.46,1959.18,17.72,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1938.69,59232,59295,1.9,Bearish,,
XAUUSD,1984.22,1991.36,7.14,Momentum,Follow momentum trend,New York Session,,0.01,,,,1979.67,48616,48741,1.18,Bearish,,
XAUUSD,1884.39,1889.17,4.78,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1881.99,64590,64954,2.73,Bullish,,
XAUUSD,1854.19,1862.95,8.76,Scalping,Scalp short dips,London Session,,0.01,,,,1852.72,7421,7508,3.26,Neutral,,
XAUUSD,1862.53,1870.87,8.34,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1860.96,58418,58499,1.77,Neutral,,
XAUUSD,1946.6,1946.02,-0.58,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1942.55,56587,57078,1.53,Bearish,,
XAUUSD,1886.17,1890.69,4.52,Scalping,Scalp short dips,New York Session,,0.01,,,,1882.7,56505,56762,3.38,Neutral,,
XAUUSD,1938.61,1956.29,17.68,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1937.21,60745,60687,1.83,Neutral,,
XAUUSD,1865.27,1885.21,19.94,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1863.93,67970,68177,1.97,Bullish,,
XAUUSD,1956.88,1957.65,0.77,Scalping,Scalp short dips,London Session,,0.01,,,,1953.08,80694,80583,1.55,Bearish,,
XAUUSD,1954.14,1951.22,-2.92,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1952.85,27712,27441,3.23,Bearish,,
XAUUSD,1898.79,1911.04,12.25,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1894.5,82680,82777,2.21,Bullish,,
XAUUSD,1941.55,1958.86,17.31,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1937.73,50327,50755,2.79,Neutral,,
XAUUSD,1947.21,1956.59,9.38,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1945.88,8629,9058,2.94,Bearish,,
XAUUSD,1966.16,1966.79,0.63,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1964.82,6797,6639,1.53,Neutral,,
XAUUSD,1871.99,1889.44,17.45,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1867.04,34090,34118,1.8,Bearish,,
XAUUSD,1903.63,1912.03,8.4,Scalping,Scalp short dips,New York Session,,0.01,,,,1901.13,78705,78417,3.05,Bearish,,
XAUUSD,1908.49,1924.89,16.4,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1906.01,71060,71556,1.59,Bearish,,
XAUUSD,1916.51,1912.62,-3.89,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1912.26,79073,79554,2.88,Bearish,,
XAUUSD,1908.38,1927.8,19.42,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1903.59,52210,52360,3.32,Neutral,,
XAUUSD,1985.15,1997.55,12.4,Scalping,Scalp short dips,London Session,,0.01,,,,1980.21,44580,44884,2.37,Neutral,,
XAUUSD,1998.37,2001.39,3.02,Scalping,Scalp short dips,London Session,,0.01,,,,1994.36,15598,15813,2.72,Neutral,,
XAUUSD,1890.55,1881.74,-8.81,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1888.04,33491,33584,2.92,Neutral,,
XAUUSD,1864.24,1873.97,9.73,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1862.91,43968,43521,3.04,Bullish,,
XAUUSD,1894.72,1914.29,19.57,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1890.61,9771,9726,1.69,Bearish,,
XAUUSD,1968.81,1973.86,5.05,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1965.58,22841,23016,0.65,Bearish,,
XAUUSD,1881.74,1900.19,18.45,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1879.04,60224,60402,1.71,Bearish,,
XAUUSD,1995.43,1988.26,-7.17,Momentum,Follow momentum trend,New York Session,,0.01,,,,1990.8,73831,73704,2.52,Bullish,,
XAUUSD,1853.57,1872.65,19.08,Scalping,Scalp short dips,New York Session,,0.01,,,,1852.13,99836,100278,1.85,Neutral,,
XAUUSD,1865.89,1861.07,-4.82,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1862.92,93378,93045,2.75,Bearish,,
XAUUSD,1893.33,1906.28,12.95,Momentum,Follow momentum trend,London Session,,0.01,,,,1892.28,64614,64614,1.57,Neutral,,
XAUUSD,1963.74,1955.14,-8.6,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1960.87,42704,42895,2.4,Neutral,,
XAUUSD,1929.58,1926.16,-3.42,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1928.35,63982,64179,1.06,Bullish,,
XAUUSD,1897.87,1889.96,-7.91,Momentum,Follow momentum trend,New York Session,,0.01,,,,1896.39,78780,78929,2.75,Bullish,,
XAUUSD,1968.47,1987.62,19.15,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1967,12715,12490,2.14,Neutral,,
XAUUSD,1905.34,1920.97,15.63,Momentum,Follow momentum trend,London Session,,0.01,,,,1901.74,41581,41237,1.11,Bearish,,
XAUUSD,1910.17,1929.32,19.15,Scalping,Scalp short dips,London Session,,0.01,,,,1906.19,84140,84276,1.38,Bearish,,
XAUUSD,1892.11,1908.55,16.44,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1888.78,38999,39098,2.75,Bullish,,
XAUUSD,1942.6,1956.56,13.96,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1937.75,57615,57294,1.95,Bullish,,
XAUUSD,1863.79,1879.1,15.31,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1861.29,59189,59394,1.15,Bullish,,
XAUUSD,1976.85,1990.26,13.41,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1974.71,19263,19218,3.4,Bullish,,
XAUUSD,1858.29,1870.76,12.47,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1853.82,36861,37029,2.65,Bullish,,
XAUUSD,1978.87,1977.13,-1.74,Momentum,Follow momentum trend,London Session,,0.01,,,,1976.98,34117,34454,3.37,Bullish,,
XAUUSD,1954.28,1960.24,5.96,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1949.43,3593,3263,1.78,Bullish,,
XAUUSD,1881.39,1881.05,-0.34,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1880.34,3395,2914,1.93,Bearish,,
XAUUSD,1881.7,1897.68,15.98,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1876.82,83338,83617,3.19,Bullish,,
XAUUSD,1920.09,1926.11,6.02,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1918.92,28034,28144,2.08,Bullish,,
XAUUSD,1915.28,1909.51,-5.77,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1910.72,52290,52490,2.62,Bearish,,
XAUUSD,1854.48,1871.31,16.83,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1851.37,30574,30912,1.26,Bearish,,
XAUUSD,1971.51,1962.99,-8.52,Momentum,Follow momentum trend,London Session,,0.01,,,,1966.54,94127,94430,1.84,Neutral,,
XAUUSD,1904.74,1901.97,-2.77,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1903.44,26670,27131,0.87,Bullish,,
XAUUSD,1979.55,1983.37,3.82,Momentum,Follow momentum trend,New York Session,,0.01,,,,1976.33,43536,43572,1.12,Bullish,,
XAUUSD,1876.2,1877.04,0.84,Momentum,Follow momentum trend,London Session,,0.01,,,,1871.32,87400,87388,0.5,Bullish,,
XAUUSD,1988.81,1981.19,-7.62,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1985.72,84351,84253,0.62,Bullish,,
XAUUSD,1923.56,1927.59,4.03,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1920.04,19424,19078,3.43,Neutral,,
XAUUSD,1912.5,1928.76,16.26,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1908.72,80462,80535,1.23,Bearish,,
XAUUSD,1856.21,1850.92,-5.29,Reversal,Enter on reversal signals,London Session,,0.01,,,,1853.39,46361,46138,2.49,Bearish,,
XAUUSD,1891.75,1909.94,18.19,Reversal,Enter on reversal signals,London Session,,0.01,,,,1888.24,48814,49235,3.02,Bullish,,
XAUUSD,1865.13,1870.67,5.54,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1861.79,14215,14298,2.15,Bullish,,
XAUUSD,1866.14,1869.79,3.65,Momentum,Follow momentum trend,London Session,,0.01,,,,1861.54,8980,9073,0.96,Bullish,,
XAUUSD,1850.66,1869.01,18.35,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1849.48,73066,72921,2.68,Neutral,,
XAUUSD,1912.16,1906.21,-5.95,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1910.04,50150,49702,2.3,Neutral,,
XAUUSD,1969.84,1964.66,-5.18,Momentum,Follow momentum trend,London Session,,0.01,,,,1965.04,44248,43780,2.69,Bearish,,
XAUUSD,1855.98,1857.99,2.01,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1851.42,73221,73144,2.81,Bullish,,
XAUUSD,1928.51,1922.81,-5.7,Scalping,Scalp short dips,New York Session,,0.01,,,,1925.69,76786,76371,3.43,Bullish,,
XAUUSD,1896.02,1900.88,4.86,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1892.54,16732,16839,2.22,Bullish,,
XAUUSD,1942.04,1946.02,3.98,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1939.93,61412,61793,1.52,Bullish,,
XAUUSD,1893.65,1901.83,8.18,Scalping,Scalp short dips,New York Session,,0.01,,,,1891.9,14400,14783,2.45,Neutral,,
XAUUSD,1908.05,1923.24,15.19,Momentum,Follow momentum trend,London Session,,0.01,,,,1905.2,75386,75545,0.71,Bearish,,
XAUUSD,1920.56,1920.45,-0.11,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1918.15,66039,65750,3.19,Bearish,,
XAUUSD,1854.14,1850.35,-3.79,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1850.81,95705,96068,0.86,Neutral,,
XAUUSD,1955.64,1964,8.36,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1954.33,7827,8213,1.48,Bullish,,
XAUUSD,1929.82,1933.36,3.54,Scalping,Scalp short dips,London Session,,0.01,,,,1924.92,6648,6345,2.95,Bearish,,
XAUUSD,1953.42,1963.01,9.59,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1948.48,28937,29174,2.29,Bearish,,
XAUUSD,1916.64,1913.38,-3.26,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1912.85,26909,26696,1.68,Neutral,,
XAUUSD,1948.39,1954.36,5.97,Reversal,Enter on reversal signals,London Session,,0.01,,,,1945.25,25451,25754,1.92,Bullish,,
XAUUSD,1963.18,1958.63,-4.55,Scalping,Scalp short dips,New York Session,,0.01,,,,1960.94,90719,91216,3.06,Bearish,,
XAUUSD,1934.75,1934.69,-0.06,Scalping,Scalp short dips,New York Session,,0.01,,,,1930.49,25705,25235,1.52,Bullish,,
XAUUSD,1882.03,1885.89,3.86,Reversal,Enter on reversal signals,London Session,,0.01,,,,1878.29,27923,28320,3.11,Bearish,,
XAUUSD,1959.51,1975.52,16.01,Reversal,Enter on reversal signals,London Session,,0.01,,,,1957.86,76180,76303,0.76,Neutral,,
XAUUSD,1997.98,2013.96,15.98,Momentum,Follow momentum trend,London Session,,0.01,,,,1993.34,45524,45997,2.83,Bullish,,
XAUUSD,1852.08,1851.4,-0.68,Reversal,Enter on reversal signals,London Session,,0.01,,,,1847.79,77894,77859,3.04,Neutral,,
XAUUSD,1916.46,1910.32,-6.14,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1911.66,7471,7818,1.05,Bearish,,
XAUUSD,1906.47,1923.91,17.44,Scalping,Scalp short dips,New York Session,,0.01,,,,1902.57,49270,48832,1.79,Neutral,,
XAUUSD,1898.43,1894.18,-4.25,Momentum,Follow momentum trend,London Session,,0.01,,,,1894.98,4328,4163,1,Neutral,,
XAUUSD,1948.23,1961.32,13.09,Momentum,Follow momentum trend,London Session,,0.01,,,,1945.56,7203,6770,2.62,Neutral,,
XAUUSD,1936.23,1943.13,6.9,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1931.5,90737,91212,2.11,Bearish,,
XAUUSD,1992.72,2006.15,13.43,Reversal,Enter on reversal signals,London Session,,0.01,,,,1988.26,14785,15102,2.41,Bullish,,
XAUUSD,1913.98,1923.72,9.74,Momentum,Follow momentum trend,London Session,,0.01,,,,1912.8,53710,54063,1.09,Neutral,,
XAUUSD,1861.53,1852.45,-9.08,Reversal,Enter on reversal signals,London Session,,0.01,,,,1860.42,41698,42136,1.14,Bullish,,
XAUUSD,1994.31,2001.64,7.33,Reversal,Enter on reversal signals,London Session,,0.01,,,,1991.8,35387,34972,0.62,Bearish,,
XAUUSD,1962.95,1970.4,7.45,Momentum,Follow momentum trend,New York Session,,0.01,,,,1958.71,90084,89970,1.47,Bullish,,
XAUUSD,1881.16,1871.45,-9.71,Reversal,Enter on reversal signals,London Session,,0.01,,,,1876.21,3161,2732,2.18,Neutral,,
XAUUSD,1975.72,1993.62,17.9,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1974.12,66715,66426,3.07,Neutral,,
XAUUSD,1954.86,1968.09,13.23,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1951.48,96376,96105,2.5,Neutral,,
XAUUSD,1880.99,1890.59,9.6,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1878.47,56457,56426,1.81,Neutral,,
XAUUSD,1936.19,1935.24,-0.95,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1931.31,93745,93514,3.36,Neutral,,
XAUUSD,1959.41,1956.08,-3.33,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1955.04,6174,5775,2.66,Neutral,,
XAUUSD,1880.56,1900.49,19.93,Momentum,Follow momentum trend,New York Session,,0.01,,,,1876.21,42461,42128,3.29,Bearish,,
XAUUSD,1893.6,1885,-8.6,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1890.73,26756,26403,2.08,Bearish,,
XAUUSD,1939.92,1949.51,9.59,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1937.26,73351,73824,1.28,Bearish,,
XAUUSD,1891.93,1896.92,4.99,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1889.84,98148,98407,0.66,Bullish,,
XAUUSD,1914.06,1918.19,4.13,Scalping,Scalp short dips,London Session,,0.01,,,,1912.83,26396,26864,2.68,Bullish,,
XAUUSD,1924.64,1920.07,-4.57,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1920.18,65763,65703,0.86,Bearish,,
XAUUSD,1860.72,1875.59,14.87,Momentum,Follow momentum trend,New York Session,,0.01,,,,1856.47,20612,20390,1.41,Bullish,,
XAUUSD,1876.51,1866.57,-9.94,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1871.51,56968,57266,2.1,Bullish,,
XAUUSD,1995.52,2010.47,14.95,Reversal,Enter on reversal signals,London Session,,0.01,,,,1990.53,46929,46755,2.19,Neutral,,
XAUUSD,1920.69,1918.79,-1.9,Momentum,Follow momentum trend,New York Session,,0.01,,,,1917.47,97229,97028,2.3,Neutral,,
XAUUSD,1948.49,1946.92,-1.57,Scalping,Scalp short dips,London Session,,0.01,,,,1944.41,61244,60977,1,Bullish,,
XAUUSD,1887.71,1885.35,-2.36,Reversal,Enter on reversal signals,London Session,,0.01,,,,1882.93,35601,35231,1.64,Bullish,,
XAUUSD,1919.72,1916.3,-3.42,Reversal,Enter on reversal signals,London Session,,0.01,,,,1915.32,12295,12051,2.35,Bearish,,
XAUUSD,1965.91,1964.22,-1.69,Momentum,Follow momentum trend,New York Session,,0.01,,,,1963.92,15973,15828,3.41,Bullish,,
XAUUSD,1967.01,1982.13,15.12,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1964.21,23306,23480,2.68,Neutral,,
XAUUSD,1900.51,1905.9,5.39,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1898.99,25846,25409,3.27,Bullish,,
XAUUSD,1939.99,1959.71,19.72,Momentum,Follow momentum trend,New York Session,,0.01,,,,1935.17,85211,84922,2.79,Bearish,,
XAUUSD,1856.89,1857.75,0.86,Momentum,Follow momentum trend,New York Session,,0.01,,,,1853.47,56561,56870,2.28,Neutral,,
XAUUSD,1959.85,1958.51,-1.34,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1957.94,52816,52463,1.08,Neutral,,
XAUUSD,1911.96,1924.66,12.7,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1908.27,12362,12205,2.5,Neutral,,
XAUUSD,1990.02,1986.36,-3.66,Reversal,Enter on reversal signals,London Session,,0.01,,,,1986.55,86154,86519,2.37,Neutral,,
XAUUSD,1977.63,1973.73,-3.9,Reversal,Enter on reversal signals,London Session,,0.01,,,,1975.2,72559,72214,2.31,Bullish,,
XAUUSD,1962.63,1976.23,13.6,Momentum,Follow momentum trend,London Session,,0.01,,,,1961.18,7699,7282,1.97,Bearish,,
